id,patient_id,user_id,full_name,address,bank_name,bank_account_number,paying_for,insurance_provider,insurance_tier_availed,medication_used,quantity,total_price_php,terms_accepted,payment_status,created_at,updated_at
178,P0178,2c49e374-cacc-4780-b5a1-098ce637f40b,Emily Williams,"824 Oak Ave, Fairview, WA 60362",State Bank,4223522479,Laboratory Tests,Kaiser,Standard,Eye Drops,5,30202.71,Partial Payment,pending,2024-09-25 00:00:00.000+00,2024-05-10 00:00:00.000+00
179,P0179,0f6941ea-1212-4031-977e-e81f4b49294b,Emily Davis,"916 Spruce Ave, Maplewood, FL 60250",City Bank,5541262385,General Consultation,Cigna,Standard,Blood Test Kit,30,13508.76,Insurance Covered,completed,2024-05-21 00:00:00.000+00,2024-04-02 00:00:00.000+00
180,P0180,8eb951c5-6968-4d13-9ccf-8b5c9dc2702c,Michael Rodriguez,"384 Maple Dr, Riverside, CA 68263",Federal Bank,3695984248,Eye Examination,United Healthcare,Platinum,Flu Vaccine,57,6067.55,Credit Card,failed,2024-07-23 00:00:00.000+00,2024-07-04 00:00:00.000+00
181,P0181,3bb3651a-8c4c-4ca0-be5e-6f707eb96115,Maria Martinez,"782 Birch St, Cedarburg, TX 64978",Metro Bank,8499099796,Vaccination,Kaiser,Platinum,Ibuprofen 200mg,86,12774.08,Bank Transfer,failed,2024-05-06 00:00:00.000+00,2024-08-19 00:00:00.000+00
182,P0182,c3405f5b-ba99-4775-a18d-93e4e08e822e,Lisa Garcia,"555 Oak Ave, Oakwood, CO 65194",State Bank,7413789203,Eye Examination,Blue Cross,Bronze,Aspirin 100mg,100,48315.91,Insurance Covered,pending,2024-10-10 00:00:00.000+00,2024-07-05 00:00:00.000+00
183,P0183,72ecaf09-9933-4a09-8348-3cc6c2ff4a89,James Miller,"670 Maple Dr, Elmwood, CA 60112",Metro Bank,7346154594,Laboratory Tests,Blue Cross,Silver,Blood Test Kit,21,1703.59,Insurance Covered,failed,2024-04-17 00:00:00.000+00,2024-03-30 00:00:00.000+00
184,P0184,f69cfcf3-9059-4c82-bd90-a4b3adf2f627,Lisa Johnson,"883 Elm St, Elmwood, IL 65606",First National Bank,4743546226,Laboratory Tests,Kaiser,Platinum,Blood Test Kit,81,28748.63,Credit Card,failed,2024-10-29 00:00:00.000+00,2024-08-27 00:00:00.000+00
185,P0185,2c49e374-cacc-4780-b5a1-098ce637f40b,Maria Miller,"670 Spruce Ave, Cedarburg, FL 62600",Metro Bank,247911324,Cardiology Consultation,Aetna,Platinum,Ibuprofen 200mg,81,40598.73,Credit Card,failed,2024-09-17 00:00:00.000+00,2024-12-15 00:00:00.000+00
186,P0186,f01f1937-8ce1-41f7-838d-198220641637,Maria Williams,"416 Birch St, Maplewood, GA 62998",State Bank,6862592481,General Consultation,Blue Shield,Bronze,Flu Vaccine,78,29429.74,Bank Transfer,completed,2024-03-03 00:00:00.000+00,2024-05-17 00:00:00.000+00
187,P0187,1449bde9-6a68-4df0-94d8-85595daeee04,John Davis,"317 Elm St, Springfield, TX 60190",Community Bank,4591947370,Vaccination,Cigna,Bronze,Eye Drops,89,39412.77,Insurance Covered,failed,2024-02-01 00:00:00.000+00,2024-01-24 00:00:00.000+00
188,P0188,3bb3651a-8c4c-4ca0-be5e-6f707eb96115,Jane Rodriguez,"844 Main St, Cedarburg, GA 66768",Community Bank,8950609067,Laboratory Tests,Kaiser,Platinum,Flu Vaccine,9,4141.08,Insurance Covered,completed,2024-11-28 00:00:00.000+00,2024-09-12 00:00:00.000+00
189,P0189,3b638e0c-e27c-457b-ab35-1ffac8dc095d,John Miller,"224 Main St, Pineville, CO 65907",State Bank,267286503,General Consultation,United Healthcare,Gold,Flu Vaccine,47,12701.39,Insurance Covered,failed,2024-06-04 00:00:00.000+00,2024-08-21 00:00:00.000+00
190,P0190,c4175b35-925c-4416-ac7d-a8e4e0555033,Lisa Garcia,"989 Cedar Ln, Oakwood, IL 65260",City Bank,9515496739,Eye Examination,Anthem,Platinum,Ibuprofen 200mg,95,42710.62,Bank Transfer,pending,2024-01-29 00:00:00.000+00,2024-11-10 00:00:00.000+00
191,P0191,478ab1c4-f447-4b61-8d1f-20caac5b131f,Robert Johnson,"414 Maple Dr, Maplewood, FL 66623",First National Bank,1766165090,Laboratory Tests,Aetna,Silver,Blood Test Kit,32,37507.71,Bank Transfer,pending,2024-07-03 00:00:00.000+00,2024-12-26 00:00:00.000+00
192,P0192,293a10b4-694e-41ef-8709-5c6b35c005ca,Lisa Davis,"513 Spruce Ave, Elmwood, TX 64570",Federal Bank,8713796770,General Consultation,Aetna,Silver,Flu Vaccine,80,11637.02,Installment Plan,failed,2024-07-17 00:00:00.000+00,2024-12-04 00:00:00.000+00
193,P0193,88a08883-23d7-41c2-bf9b-c7317e1f175a,Lisa Davis,"993 Spruce Ave, Oakwood, TX 63013",City Bank,9299766061,General Consultation,Blue Cross,Gold,Ibuprofen 200mg,67,16982.92,Credit Card,failed,2024-02-18 00:00:00.000+00,2024-07-26 00:00:00.000+00
194,P0194,f6040ed4-e01d-446a-986f-8457d1585c4f,John Williams,"796 Pine Rd, Oakwood, CO 67992",Federal Bank,8878329280,Physical Therapy,Aetna,Platinum,Eye Drops,100,9231.64,Bank Transfer,completed,2024-05-30 00:00:00.000+00,2024-03-31 00:00:00.000+00
195,P0195,19cc9220-5a64-4587-8201-8741033647bd,Michael Miller,"544 Birch St, Maplewood, FL 60103",Metro Bank,9038822479,Laboratory Tests,Cigna,Gold,Pain Relief Cream,19,16790.1,Bank Transfer,failed,2024-12-01 00:00:00.000+00,2024-12-13 00:00:00.000+00
196,P0196,22f262da-91e6-46a6-b70c-094800d46a86,Michael Davis,"136 Spruce Ave, Pineville, CO 63826",City Bank,4065842947,Physical Therapy,United Healthcare,Bronze,Aspirin 100mg,81,32282.51,Bank Transfer,pending,2024-04-03 00:00:00.000+00,2024-01-02 00:00:00.000+00
197,P0197,038fa9e6-86b6-494c-b3a5-d6d993965e77,David Rodriguez,"714 Oak Ave, Springfield, NY 67877",State Bank,2371314265,Laboratory Tests,Anthem,Gold,Flu Vaccine,25,21228.83,Bank Transfer,failed,2024-03-24 00:00:00.000+00,2024-11-17 00:00:00.000+00
198,P0198,fa7128a0-71a9-4836-94ec-56355e276b42,Robert Johnson,"487 Spruce Ave, Fairview, NY 68157",Community Bank,1836167525,Vaccination,Kaiser,Bronze,Pain Relief Cream,36,32266.63,Bank Transfer,pending,2024-11-09 00:00:00.000+00,2024-05-10 00:00:00.000+00
199,P0199,65fecbf8-95f1-4b8b-b8d8-9fa589ee64bd,Emily Miller,"447 Pine Rd, Fairview, GA 60764",State Bank,4816239677,General Consultation,Humana,Silver,Aspirin 100mg,42,26177.86,Bank Transfer,pending,2024-05-21 00:00:00.000+00,2024-10-24 00:00:00.000+00
200,P0200,03c8a527-c48b-4c23-acc3-cd28d26b2511,Robert Rodriguez,"695 Cedar Ln, Maplewood, CO 62024",Community Bank,2651687271,Physical Therapy,United Healthcare,Gold,Ibuprofen 200mg,98,3743.6,Cash Payment,completed,2024-06-13 00:00:00.000+00,2024-06-12 00:00:00.000+00
201,P0201,f7e014db-85a8-4eb5-843b-d6dea5c2ab9e,David Smith,"612 Oak Ave, Springfield, GA 64363",State Bank,837875645,Vaccination,Aetna,Platinum,Aspirin 100mg,47,31388.63,Credit Card,pending,2024-05-27 00:00:00.000+00,2024-11-07 00:00:00.000+00
202,P0202,f1c427a8-e180-41f0-b3c8-0bf6868b1c76,Lisa Williams,"228 Maple Dr, Elmwood, NY 66645",Federal Bank,8090125259,Dental Checkup,Blue Shield,Gold,Blood Test Kit,90,26314.58,Bank Transfer,failed,2024-04-01 00:00:00.000+00,2024-12-02 00:00:00.000+00
203,P0203,db76315c-5d93-441f-877f-20f451dd14c7,Michael Davis,"279 Birch St, Elmwood, WA 67251",First National Bank,9404993700,Eye Examination,Anthem,Silver,Aspirin 100mg,90,42449.48,Cash Payment,failed,2024-06-16 00:00:00.000+00,2024-04-16 00:00:00.000+00
204,P0204,db76315c-5d93-441f-877f-20f451dd14c7,Sarah Smith,"995 Cedar Ln, Springfield, NY 69222",State Bank,506906628,Physical Therapy,Cigna,Bronze,Aspirin 100mg,4,21256.6,Credit Card,failed,2024-12-25 00:00:00.000+00,2024-03-17 00:00:00.000+00
205,P0205,a942847b-f321-4b43-a6bf-8dd9994ac55a,Michael Rodriguez,"308 Birch St, Cedarburg, CA 68240",Metro Bank,2476580050,Dental Checkup,Blue Shield,Platinum,Eye Drops,41,20652.53,Cash Payment,pending,2024-05-20 00:00:00.000+00,2024-02-24 00:00:00.000+00
206,P0206,948112d3-12b7-42a8-ae0c-2563b4a937e6,John Brown,"384 Cedar Ln, Maplewood, TX 69512",Federal Bank,5329897240,Dental Checkup,Blue Cross,Bronze,Aspirin 100mg,9,4745.73,Partial Payment,failed,2024-04-07 00:00:00.000+00,2024-06-04 00:00:00.000+00
207,P0207,49e534b7-0769-40ab-b74e-71df3c9af61c,Michael Miller,"812 Birch St, Maplewood, NY 67103",Metro Bank,6853820929,Physical Therapy,Humana,Standard,Eye Drops,96,7217.12,Insurance Covered,failed,2024-01-06 00:00:00.000+00,2024-11-30 00:00:00.000+00
208,P0208,f7e014db-85a8-4eb5-843b-d6dea5c2ab9e,John Johnson,"999 Pine Rd, Elmwood, WA 65068",State Bank,8145762990,Dermatology Treatment,Cigna,Standard,Pain Relief Cream,19,9331.15,Credit Card,pending,2024-08-18 00:00:00.000+00,2024-03-01 00:00:00.000+00
209,P0209,8f237c22-27c5-4074-ba00-15e17e276ab1,James Miller,"573 Maple Dr, Springfield, TX 65592",Federal Bank,7270089890,Cardiology Consultation,Aetna,Platinum,Blood Test Kit,7,48169.18,Partial Payment,completed,2024-05-11 00:00:00.000+00,2024-02-08 00:00:00.000+00
210,P0210,7a4b99fc-a318-40b3-ae98-4e2f29dde1b5,Sarah Jones,"463 Cedar Ln, Maplewood, CO 67261",Community Bank,3502807628,Dental Checkup,Humana,Standard,Eye Drops,22,6038.28,Installment Plan,pending,2024-01-26 00:00:00.000+00,2024-04-15 00:00:00.000+00
211,P0211,2eaa26e9-7807-456c-8344-d770d665bb66,Michael Rodriguez,"685 Cedar Ln, Maplewood, CA 68973",Metro Bank,1217754906,General Consultation,United Healthcare,Platinum,Aspirin 100mg,42,5560.98,Installment Plan,failed,2024-08-28 00:00:00.000+00,2024-03-13 00:00:00.000+00
212,P0212,d4886979-e09f-4bb4-9926-83373bfdffc9,James Brown,"803 Oak Ave, Elmwood, CA 63477",First National Bank,3970432294,Physical Therapy,Kaiser,Silver,Ibuprofen 200mg,12,12998.65,Credit Card,completed,2024-10-24 00:00:00.000+00,2024-12-09 00:00:00.000+00
213,P0213,6f6c0ebe-6522-42a5-a0bb-62fb6f65ad60,Emily Smith,"564 Main St, Cedarburg, NY 69904",Federal Bank,4160397082,Dental Checkup,Cigna,Standard,Blood Test Kit,86,37834.05,Cash Payment,pending,2024-11-09 00:00:00.000+00,2024-03-20 00:00:00.000+00
214,P0214,18882cf8-3197-4cc8-a58c-980fffc51a63,Lisa Williams,"352 Birch St, Elmwood, GA 66260",Community Bank,783358413,Laboratory Tests,Humana,Platinum,Eye Drops,19,17151.48,Insurance Covered,completed,2024-06-14 00:00:00.000+00,2024-01-25 00:00:00.000+00
215,P0215,a942847b-f321-4b43-a6bf-8dd9994ac55a,James Rodriguez,"623 Elm St, Maplewood, FL 66541",Federal Bank,4969077416,Cardiology Consultation,Anthem,Bronze,Blood Test Kit,40,4479.33,Cash Payment,failed,2024-06-11 00:00:00.000+00,2024-09-18 00:00:00.000+00
216,P0216,2eaa26e9-7807-456c-8344-d770d665bb66,Lisa Martinez,"237 Pine Rd, Cedarburg, NY 65047",Community Bank,5674784516,Physical Therapy,Kaiser,Gold,Ibuprofen 200mg,91,34739.58,Insurance Covered,pending,2024-08-14 00:00:00.000+00,2024-01-11 00:00:00.000+00
217,P0217,a942847b-f321-4b43-a6bf-8dd9994ac55a,James Davis,"114 Oak Ave, Oakwood, CO 63743",State Bank,5369565070,General Consultation,Humana,Silver,Aspirin 100mg,82,15162.96,Cash Payment,pending,2024-10-20 00:00:00.000+00,2024-07-04 00:00:00.000+00
218,P0218,aae82234-26f5-43d5-b384-8f1658a5393b,John Jones,"320 Maple Dr, Elmwood, IL 63118",City Bank,3425649012,Dermatology Treatment,Cigna,Bronze,Pain Relief Cream,8,46433.63,Partial Payment,pending,2024-07-22 00:00:00.000+00,2024-04-21 00:00:00.000+00
219,P0219,16870e02-ea77-461d-8a47-98e63bdd3e56,Jane Jones,"567 Main St, Maplewood, GA 66202",First National Bank,3781168811,General Consultation,Anthem,Silver,Eye Drops,33,16700.51,Credit Card,failed,2024-11-11 00:00:00.000+00,2024-11-30 00:00:00.000+00
220,P0220,88c98496-b84f-4d13-97d7-96d11c558201,John Martinez,"657 Spruce Ave, Maplewood, WA 68725",Community Bank,8664769776,Physical Therapy,Anthem,Bronze,Blood Test Kit,71,4464.1,Cash Payment,pending,2024-07-09 00:00:00.000+00,2024-04-27 00:00:00.000+00
221,P0221,db76315c-5d93-441f-877f-20f451dd14c7,John Smith,"615 Elm St, Springfield, IL 63784",State Bank,8696087752,General Consultation,Anthem,Platinum,Eye Drops,67,32840.95,Insurance Covered,completed,2024-10-12 00:00:00.000+00,2024-08-25 00:00:00.000+00
222,P0222,9734f363-c59e-415a-b8fa-9679f54018b0,Sarah Rodriguez,"309 Main St, Cedarburg, TX 61568",Community Bank,7087033134,Eye Examination,Kaiser,Bronze,Blood Test Kit,35,33208.35,Cash Payment,completed,2024-12-26 00:00:00.000+00,2025-01-01 00:00:00.000+00
223,P0223,2eaa26e9-7807-456c-8344-d770d665bb66,Michael Smith,"760 Birch St, Springfield, NY 68615",Community Bank,9521933823,Cardiology Consultation,Anthem,Bronze,Aspirin 100mg,48,23147.13,Cash Payment,pending,2024-09-12 00:00:00.000+00,2024-05-21 00:00:00.000+00
224,P0224,392300e3-c30b-4b80-8bf1-fba4c8182a04,Emily Garcia,"406 Spruce Ave, Maplewood, IL 63884",Metro Bank,4579665680,Vaccination,Anthem,Platinum,Blood Test Kit,9,24446.87,Cash Payment,failed,2024-09-13 00:00:00.000+00,2024-01-25 00:00:00.000+00
225,P0225,88a08883-23d7-41c2-bf9b-c7317e1f175a,Jane Smith,"387 Elm St, Elmwood, CA 61690",First National Bank,8207123623,Cardiology Consultation,Kaiser,Platinum,Aspirin 100mg,34,27507.69,Installment Plan,completed,2024-04-26 00:00:00.000+00,2024-07-21 00:00:00.000+00
226,P0226,1449bde9-6a68-4df0-94d8-85595daeee04,Lisa Garcia,"790 Oak Ave, Cedarburg, TX 63266",State Bank,4131831654,Physical Therapy,Cigna,Silver,Blood Test Kit,27,8485.59,Installment Plan,completed,2024-11-13 00:00:00.000+00,2024-06-23 00:00:00.000+00
227,P0227,0f6941ea-1212-4031-977e-e81f4b49294b,Sarah Brown,"410 Cedar Ln, Elmwood, FL 62717",Federal Bank,1044324489,Dental Checkup,Kaiser,Gold,Aspirin 100mg,61,33499.0,Partial Payment,pending,2024-02-02 00:00:00.000+00,2024-10-21 00:00:00.000+00
228,P0228,4e05a726-693b-49dd-b5c7-e427cdba6611,Michael Jones,"765 Oak Ave, Pineville, GA 62300",Metro Bank,1733138313,Eye Examination,United Healthcare,Platinum,Blood Test Kit,76,10034.01,Credit Card,failed,2024-11-29 00:00:00.000+00,2024-12-31 00:00:00.000+00
229,P0229,d304bf7b-4705-42a5-bb10-2982f1192293,Sarah Miller,"711 Maple Dr, Maplewood, GA 66880",State Bank,3631220097,Dermatology Treatment,Cigna,Gold,Aspirin 100mg,95,33881.39,Installment Plan,pending,2024-10-07 00:00:00.000+00,2024-04-01 00:00:00.000+00
230,P0230,d4886979-e09f-4bb4-9926-83373bfdffc9,Sarah Jones,"954 Main St, Springfield, CO 69734",Federal Bank,5019747320,Laboratory Tests,Blue Shield,Silver,Aspirin 100mg,25,47473.7,Insurance Covered,completed,2024-01-19 00:00:00.000+00,2024-02-03 00:00:00.000+00
231,P0231,4e70d591-81ad-468d-929d-e7042c7726c0,Emily Smith,"320 Main St, Springfield, IL 62110",Federal Bank,7383017041,General Consultation,Blue Shield,Gold,Aspirin 100mg,66,35015.25,Bank Transfer,failed,2024-02-21 00:00:00.000+00,2024-07-26 00:00:00.000+00
232,P0232,0c9d0fa8-a79a-4e32-a971-315098a04d76,Sarah Jones,"897 Spruce Ave, Maplewood, CA 67879",First National Bank,9077907773,Eye Examination,Humana,Standard,Pain Relief Cream,11,46431.45,Installment Plan,pending,2024-04-24 00:00:00.000+00,2024-09-11 00:00:00.000+00
233,P0233,db76315c-5d93-441f-877f-20f451dd14c7,Emily Garcia,"909 Spruce Ave, Riverside, CO 67524",City Bank,7079013592,Laboratory Tests,Cigna,Platinum,Flu Vaccine,37,19834.06,Installment Plan,pending,2024-06-15 00:00:00.000+00,2024-04-11 00:00:00.000+00
234,P0234,c7971a9b-a983-434b-af15-6289cb2a4b1e,Emily Davis,"892 Cedar Ln, Fairview, IL 62286",Metro Bank,7514452815,General Consultation,United Healthcare,Standard,Blood Test Kit,7,2898.37,Credit Card,completed,2024-04-27 00:00:00.000+00,2024-12-22 00:00:00.000+00
235,P0235,ec5f31f5-2038-4c38-89f4-9d931015bca6,Lisa Brown,"229 Pine Rd, Oakwood, GA 66333",State Bank,2471926400,Vaccination,Humana,Silver,Flu Vaccine,56,8481.42,Bank Transfer,failed,2024-01-27 00:00:00.000+00,2024-12-26 00:00:00.000+00
236,P0236,3b638e0c-e27c-457b-ab35-1ffac8dc095d,Michael Johnson,"734 Elm St, Maplewood, CA 62124",State Bank,1499454968,Dental Checkup,Anthem,Platinum,Pain Relief Cream,92,2264.06,Insurance Covered,completed,2024-12-04 00:00:00.000+00,2024-06-19 00:00:00.000+00
237,P0237,8eb951c5-6968-4d13-9ccf-8b5c9dc2702c,James Garcia,"722 Cedar Ln, Cedarburg, CO 62344",Community Bank,638771741,Dental Checkup,Anthem,Standard,Ibuprofen 200mg,73,2027.7,Credit Card,pending,2024-02-21 00:00:00.000+00,2024-09-13 00:00:00.000+00
238,P0238,c4175b35-925c-4416-ac7d-a8e4e0555033,James Miller,"511 Cedar Ln, Oakwood, CO 64302",Community Bank,2796468418,Cardiology Consultation,Cigna,Silver,Eye Drops,94,12377.92,Cash Payment,pending,2024-01-01 00:00:00.000+00,2024-08-16 00:00:00.000+00
239,P0239,5220c558-854e-4620-a2fd-aeb58ba20028,James Johnson,"592 Pine Rd, Riverside, TX 68709",Community Bank,8656213030,Cardiology Consultation,Blue Cross,Standard,Blood Test Kit,26,15392.39,Credit Card,completed,2024-09-30 00:00:00.000+00,2024-09-10 00:00:00.000+00
240,P0240,4d827ca3-346f-4a22-8fbd-eecbf879415d,Jane Johnson,"888 Elm St, Fairview, TX 65187",State Bank,2322481833,Dermatology Treatment,Cigna,Standard,Aspirin 100mg,78,25612.41,Bank Transfer,pending,2024-05-16 00:00:00.000+00,2024-10-31 00:00:00.000+00
241,P0241,e0bec793-17a0-438b-9c0f-070d445044e8,David Brown,"426 Spruce Ave, Elmwood, GA 67759",State Bank,8913334930,Physical Therapy,Cigna,Standard,Ibuprofen 200mg,96,8653.69,Partial Payment,failed,2024-07-19 00:00:00.000+00,2024-09-01 00:00:00.000+00
242,P0242,c9350c64-4537-424c-91d0-a9d0c99a9c14,Robert Garcia,"657 Maple Dr, Riverside, NY 66331",Federal Bank,5983714635,Physical Therapy,United Healthcare,Bronze,Ibuprofen 200mg,76,27067.36,Cash Payment,pending,2024-02-08 00:00:00.000+00,2024-08-01 00:00:00.000+00
243,P0243,2dc1b872-51cf-452a-8f80-ebac96209ecd,James Williams,"998 Maple Dr, Cedarburg, WA 63220",Federal Bank,9069410997,Physical Therapy,Humana,Bronze,Aspirin 100mg,99,36897.86,Credit Card,pending,2024-08-20 00:00:00.000+00,2024-10-13 00:00:00.000+00
244,P0244,49e534b7-0769-40ab-b74e-71df3c9af61c,Michael Jones,"924 Oak Ave, Fairview, CA 69810",First National Bank,528840496,Laboratory Tests,Humana,Gold,Aspirin 100mg,58,45382.11,Bank Transfer,completed,2024-01-07 00:00:00.000+00,2024-05-12 00:00:00.000+00
245,P0245,f54a3dce-343b-4a80-a238-cfcade14e809,Michael Jones,"746 Pine Rd, Fairview, IL 60180",City Bank,991446557,Laboratory Tests,Kaiser,Bronze,Pain Relief Cream,3,14349.92,Partial Payment,failed,2024-02-10 00:00:00.000+00,2024-08-09 00:00:00.000+00
246,P0246,293a10b4-694e-41ef-8709-5c6b35c005ca,Jane Garcia,"734 Cedar Ln, Pineville, GA 63801",First National Bank,8105104210,Physical Therapy,Cigna,Gold,Flu Vaccine,39,1393.62,Partial Payment,failed,2024-08-27 00:00:00.000+00,2024-02-20 00:00:00.000+00
247,P0247,293a10b4-694e-41ef-8709-5c6b35c005ca,Jane Smith,"123 Elm St, Springfield, FL 67116",City Bank,7878987024,Dermatology Treatment,United Healthcare,Standard,Pain Relief Cream,46,15841.52,Bank Transfer,failed,2024-12-27 00:00:00.000+00,2024-11-17 00:00:00.000+00
248,P0248,c9350c64-4537-424c-91d0-a9d0c99a9c14,David Davis,"493 Elm St, Fairview, FL 65411",City Bank,7582527673,Vaccination,Aetna,Standard,Ibuprofen 200mg,6,6841.3,Bank Transfer,pending,2024-02-06 00:00:00.000+00,2024-06-06 00:00:00.000+00
249,P0249,293a10b4-694e-41ef-8709-5c6b35c005ca,Emily Garcia,"985 Birch St, Pineville, WA 62446",City Bank,9170951459,General Consultation,Blue Shield,Platinum,Pain Relief Cream,33,44924.36,Partial Payment,completed,2024-01-29 00:00:00.000+00,2024-11-08 00:00:00.000+00
250,P0250,5fad3acd-e80d-4dd8-9602-f858a07043ce,James Williams,"899 Spruce Ave, Pineville, CO 60919",Metro Bank,8895067016,Dermatology Treatment,Cigna,Platinum,Ibuprofen 200mg,27,15964.69,Bank Transfer,pending,2024-02-02 00:00:00.000+00,2024-08-12 00:00:00.000+00
251,P0251,173a887e-1222-4fe6-860b-345c4e35982d,Maria Martinez,"801 Cedar Ln, Elmwood, IL 65875",State Bank,8078473545,Physical Therapy,Anthem,Bronze,Flu Vaccine,36,31463.96,Insurance Covered,failed,2024-10-22 00:00:00.000+00,2024-02-15 00:00:00.000+00
252,P0252,49e534b7-0769-40ab-b74e-71df3c9af61c,Robert Williams,"975 Oak Ave, Maplewood, TX 66792",First National Bank,2911973703,Cardiology Consultation,Blue Cross,Standard,Eye Drops,62,27710.76,Partial Payment,failed,2024-05-06 00:00:00.000+00,2024-10-05 00:00:00.000+00
253,P0253,0ad92339-6089-4c99-9d37-e2f3edab7e66,Robert Rodriguez,"103 Cedar Ln, Elmwood, NY 67311",State Bank,684532132,Laboratory Tests,Anthem,Bronze,Blood Test Kit,38,13814.68,Insurance Covered,completed,2024-08-15 00:00:00.000+00,2024-12-05 00:00:00.000+00
254,P0254,60b37940-fef7-46e8-b119-4d9cd2820301,Jane Martinez,"779 Birch St, Springfield, CO 68557",First National Bank,6084914692,Physical Therapy,Kaiser,Gold,Eye Drops,21,31093.63,Installment Plan,pending,2024-11-25 00:00:00.000+00,2024-04-23 00:00:00.000+00
255,P0255,7a4b99fc-a318-40b3-ae98-4e2f29dde1b5,Maria Jones,"573 Main St, Springfield, CA 64355",Community Bank,2796487503,General Consultation,Humana,Gold,Eye Drops,49,32787.78,Installment Plan,pending,2024-10-15 00:00:00.000+00,2024-11-19 00:00:00.000+00
256,P0256,bef6a189-68dd-400a-9fc1-b7c32b9215b8,John Garcia,"340 Pine Rd, Maplewood, TX 68662",First National Bank,4442153751,Dermatology Treatment,Blue Cross,Standard,Flu Vaccine,75,22469.63,Partial Payment,completed,2024-06-14 00:00:00.000+00,2024-10-19 00:00:00.000+00
257,P0257,5be3196d-d1ba-441c-9ced-cc97f15912aa,Sarah Williams,"710 Main St, Riverside, IL 67915",Community Bank,8969815984,Physical Therapy,Blue Shield,Standard,Blood Test Kit,88,23118.64,Partial Payment,pending,2024-11-11 00:00:00.000+00,2024-07-20 00:00:00.000+00
258,P0258,4a202faa-fefa-43a1-97e3-8a710eef4b31,Sarah Williams,"109 Pine Rd, Fairview, NY 61930",Community Bank,952682572,Vaccination,Blue Shield,Standard,Blood Test Kit,16,5177.98,Partial Payment,completed,2024-04-12 00:00:00.000+00,2024-06-13 00:00:00.000+00
259,P0259,62c35d0d-8b80-49b1-ab6a-0c4540dadb31,Lisa Miller,"630 Pine Rd, Fairview, GA 66423",Community Bank,7959106940,Eye Examination,Kaiser,Silver,Aspirin 100mg,89,42898.93,Credit Card,failed,2024-02-06 00:00:00.000+00,2024-08-25 00:00:00.000+00
260,P0260,3cc3ba2c-3edc-47f3-ba36-31a2641aae02,Robert Jones,"213 Birch St, Fairview, NY 66469",State Bank,3704700220,Dermatology Treatment,Anthem,Platinum,Flu Vaccine,26,44908.06,Credit Card,pending,2024-09-30 00:00:00.000+00,2024-03-27 00:00:00.000+00
261,P0261,cf78f150-2081-402b-acb7-72477be6c099,Jane Martinez,"531 Pine Rd, Springfield, NY 60412",City Bank,8453103382,Dermatology Treatment,Kaiser,Silver,Pain Relief Cream,38,28054.16,Credit Card,pending,2024-07-04 00:00:00.000+00,2024-02-27 00:00:00.000+00
262,P0262,b28a91da-23c1-415b-8ec9-c78ba5bdb9b4,Sarah Jones,"221 Pine Rd, Oakwood, NY 65099",Metro Bank,7164728496,Eye Examination,Blue Shield,Gold,Flu Vaccine,73,17559.12,Bank Transfer,completed,2024-08-05 00:00:00.000+00,2024-02-11 00:00:00.000+00
263,P0263,06f79222-e00d-42f5-8da4-ee45befd0415,Michael Smith,"470 Birch St, Oakwood, CA 61706",Metro Bank,5794457118,Dental Checkup,Anthem,Bronze,Ibuprofen 200mg,67,42782.63,Insurance Covered,pending,2024-06-12 00:00:00.000+00,2024-07-18 00:00:00.000+00
264,P0264,88c98496-b84f-4d13-97d7-96d11c558201,Lisa Martinez,"272 Elm St, Elmwood, WA 64592",State Bank,8112158602,Cardiology Consultation,Blue Cross,Bronze,Eye Drops,23,21866.93,Bank Transfer,failed,2024-04-26 00:00:00.000+00,2024-11-17 00:00:00.000+00
265,P0265,65fecbf8-95f1-4b8b-b8d8-9fa589ee64bd,Robert Rodriguez,"976 Spruce Ave, Oakwood, CA 65143",Metro Bank,5421333477,General Consultation,Anthem,Bronze,Ibuprofen 200mg,73,42133.92,Partial Payment,pending,2024-08-09 00:00:00.000+00,2024-05-23 00:00:00.000+00
266,P0266,2eaa26e9-7807-456c-8344-d770d665bb66,John Davis,"419 Spruce Ave, Maplewood, CA 63378",City Bank,3313151467,Eye Examination,Blue Cross,Gold,Blood Test Kit,70,30279.6,Credit Card,completed,2024-10-13 00:00:00.000+00,2024-10-13 00:00:00.000+00
267,P0267,c4175b35-925c-4416-ac7d-a8e4e0555033,James Jones,"435 Spruce Ave, Elmwood, CA 65934",Federal Bank,4769277134,Physical Therapy,Blue Cross,Silver,Eye Drops,57,12702.76,Installment Plan,completed,2024-02-14 00:00:00.000+00,2024-07-19 00:00:00.000+00
268,P0268,d69dadce-cc96-4fe6-b309-4fe4ea0378b1,Jane Brown,"253 Cedar Ln, Fairview, NY 60823",Metro Bank,7000653014,General Consultation,Blue Shield,Platinum,Flu Vaccine,82,32627.68,Credit Card,failed,2024-10-28 00:00:00.000+00,2024-01-14 00:00:00.000+00
269,P0269,4d827ca3-346f-4a22-8fbd-eecbf879415d,John Williams,"927 Maple Dr, Cedarburg, GA 60985",Community Bank,5994813808,Eye Examination,Humana,Bronze,Pain Relief Cream,70,36829.46,Cash Payment,pending,2024-12-27 00:00:00.000+00,2024-08-05 00:00:00.000+00
